beginDate,stage,price
2018-04-01,Paddy,304.09000000000003
2018-04-08,,
2018-04-15,Paddy,316.90999999999997
2018-04-22,Paddy,319.09000000000003
2018-04-29,,
2018-05-06,Paddy,319.09000000000003
2018-05-13,Paddy,319.09000000000003
2018-05-20,Paddy,319.09000000000003
2018-05-27,Paddy,328.59000000000003
2018-06-03,Paddy,328.135
2018-06-10,Paddy,309.775
2018-06-17,Paddy,274.82
2018-06-24,Paddy,270.135
2018-07-01,Paddy,254.54500000000002
2018-07-08,Paddy,255.95499999999998
2018-07-15,Paddy,259.365
2018-07-22,Paddy,155.55
2018-07-29,Paddy,125.82
2018-08-05,Paddy,125.82
2018-08-12,,
2018-08-19,Paddy,95.27
2018-08-26,Paddy,65.18
2018-09-02,,
2018-09-09,,
2018-09-16,,
2018-09-23,,
2018-09-30,Paddy,310.725
2018-10-07,Paddy,312.54499999999996
2018-10-14,Paddy,324.32
2018-10-21,Paddy,327.275
2018-10-28,Paddy,331.135
2018-11-04,Paddy,332.5
2018-11-11,Paddy,333.54499999999996
2018-11-18,Paddy,333.54499999999996
2018-11-25,Paddy,340.90999999999997
2018-12-02,Paddy,341.135
2018-12-09,Paddy,345.275
2018-12-16,Paddy,348.225
2018-12-23,,
2018-12-30,,
2019-01-06,Paddy,351.635
2019-01-13,Paddy,362.90999999999997
2019-01-20,Paddy,364.865
2019-01-27,Paddy,367.135
2019-02-03,Paddy,373.04499999999996
2019-02-10,Paddy,375.54499999999996
2019-02-17,Paddy,377.59000000000003
2019-02-24,Paddy,377.59000000000003
2019-03-03,Paddy,377.59000000000003
2019-03-10,Paddy,377.59000000000003
2019-03-17,Paddy,377.59000000000003
2019-03-24,Paddy,363.5
2019-03-31,Paddy,363.5
2019-04-07,Paddy,363.5
2019-04-14,Paddy,363.5
2019-04-21,Paddy,363.5
2019-04-28,Paddy,359.18
2019-05-05,Paddy,335.82
2019-05-12,Paddy,338.09000000000003
2019-05-19,Paddy,337.865
2019-05-26,Paddy,335.59000000000003
2019-06-02,Paddy,313.775
2019-06-09,Paddy,313.775
2019-06-16,Paddy,294.225
2019-06-23,Paddy,272.635
2019-06-30,Paddy,245.365
2019-07-07,Paddy,224.45499999999998
2019-07-14,Paddy,187.725
2019-07-21,Paddy,184.32
2019-07-28,Paddy,180.91
2019-08-04,,
2019-08-11,,
2019-08-18,,
2019-08-25,Paddy,166.365
2019-09-01,Paddy,166.365
2019-09-08,,
2019-09-15,,
2019-09-22,,
2019-09-29,Paddy,260.0
2019-10-06,Paddy,235.5
2019-10-13,Paddy,303.68
2019-10-20,Paddy,313.725
2019-10-27,Paddy,325.95500000000004
2019-11-03,Paddy,327.32
2019-11-10,Paddy,327.775
2019-11-17,Paddy,334.59000000000003
2019-11-24,Paddy,337.5
2019-12-01,Paddy,337.5
2019-12-08,Paddy,337.275
2019-12-15,Paddy,337.275
2019-12-22,Paddy,337.275
2019-12-29,,
2020-01-05,Paddy,388.2
2020-01-12,Paddy,337.275
2020-01-19,Paddy,337.95500000000004
2020-01-26,Paddy,337.95500000000004
2020-02-02,Paddy,331.0
2020-02-09,Paddy,330.09000000000003
2020-02-16,Paddy,328.95500000000004
2020-02-23,,
2020-03-01,Paddy,328.5
2020-03-08,Paddy,328.5
2020-03-15,Paddy,332.135
2020-03-22,Paddy,335.09000000000003
2020-03-29,Paddy,339.725
2020-04-05,Paddy,369.04499999999996
2020-04-12,Paddy,378.635
2020-04-19,Paddy,382.5
2020-04-26,Paddy,382.865
2020-05-03,Paddy,382.865
2020-05-10,Paddy,382.40999999999997
2020-05-17,Paddy,365.135
2020-05-24,Paddy,347.82
2020-05-31,,
2020-06-07,Paddy,302.5
2020-06-14,Paddy,299.09000000000003
2020-06-21,Paddy,282.275
2020-06-28,Paddy,282.5
2020-07-05,Paddy,282.5
2020-07-12,Paddy,225.45
2020-07-19,Paddy,182.73
2020-07-26,,
2020-08-02,,
2020-08-09,,
2020-08-16,,
2020-08-23,,
2020-08-30,,
2020-09-06,,
2020-09-13,Paddy,288.0
2020-09-20,Paddy,174.54500000000002
2020-09-27,Paddy,290.5
2020-10-04,Paddy,328.0
2020-10-11,Paddy,338.225
2020-10-18,Paddy,342.775
2020-10-25,Paddy,358.0
2020-11-01,Paddy,362.275
2020-11-08,Paddy,361.365
2020-11-15,Paddy,361.365
2020-11-22,Paddy,361.59000000000003
2020-11-29,Paddy,361.59000000000003
2020-12-06,Paddy,361.59000000000003
2020-12-13,Paddy,360.0
2020-12-20,Paddy,360.0
2020-12-27,Paddy,360.0
2021-01-03,Paddy,360.0
2021-01-10,Paddy,362.18
2021-01-17,Paddy,369.68
2021-01-24,Paddy,370.82
2021-01-31,Paddy,378.54499999999996
2021-02-07,Paddy,380.54499999999996
2021-02-14,Paddy,380.09000000000003
2021-02-21,Paddy,380.54499999999996
2021-02-28,Paddy,377.59000000000003
2021-03-07,Paddy,377.59000000000003
2021-03-14,Paddy,377.82
2021-03-21,Paddy,377.59000000000003
2021-03-28,Paddy,376.90999999999997
2021-04-04,Paddy,375.775
2021-04-11,Paddy,334.2
2021-04-18,Paddy,335.2
2021-04-25,Paddy,339.2
2021-05-02,Paddy,342.2
2021-05-09,Paddy,348.2
2021-05-16,Paddy,354.2
2021-05-23,,
2021-05-30,Paddy,381.18
2021-06-06,Paddy,385.725
2021-06-13,Paddy,384.82
2021-06-20,Paddy,383.45500000000004
2021-06-27,Paddy,386.45500000000004
2021-07-04,Paddy,255.55
2021-07-11,Paddy,145.55
2021-07-18,Paddy,115.0
2021-07-25,Paddy,115.91
2021-08-01,,
2021-08-08,,
2021-08-15,,
2021-08-22,Paddy,32.73
2021-08-29,,
2021-09-05,,
2021-09-12,,
2021-09-19,Paddy,336.0
2021-09-26,Paddy,185.5
2021-10-03,Paddy,270.18
2021-10-10,Paddy,371.775
2021-10-17,Paddy,386.345
2021-10-24,Paddy,399.46000000000004
2021-10-31,Paddy,412.345
2021-11-07,Paddy,422.845
2021-11-14,Paddy,427.46000000000004
2021-11-21,Paddy,428.425
2021-11-28,Paddy,428.425
2021-12-05,Paddy,428.425
2021-12-12,Paddy,428.425
2021-12-19,Paddy,429.19
2021-12-26,Paddy,432.46000000000004
2022-01-02,Paddy,435.73
2022-01-09,Paddy,437.27
2022-01-16,Paddy,457.075
2022-01-23,Paddy,476.885
2022-01-30,Paddy,465.23
2022-02-06,Paddy,471.77
2022-02-13,Paddy,474.425
2022-02-20,Paddy,479.77
2022-02-27,Paddy,481.31
2022-03-06,Paddy,481.31
2022-03-13,Paddy,481.31
2022-03-20,Paddy,464.655
2022-03-27,Paddy,498.77
2022-04-03,Paddy,498.77
2022-04-10,Paddy,523.19
2022-04-17,Paddy,541.345
2022-04-24,Paddy,548.385
2022-05-01,Paddy,564.0
